Job_Id,Creation_Date,Job_Title,Business_Unit,Country,City_or_Town,Institution,Qualifications_Type,Qualification_Name,Other_Qualifications,Professional_Qualification,General_Work_Experience,current_Salay,Expected_Salary,General_Availability,Gender,Current_Employer,Current_Title,Job_Experience_Level,Type_of_Employment,Eligibility_Namibia,Academic_Average,Campus_Hire_or_Experienced_Hire,Tax_Company_Experience,Interview_Score
66-212-2598,24/07/2024 12:51,Analyst - Consulting,Risk Advisory Central,Namibia,Windhoek,University of Namibia (UNAM),Honours Degree/Honours Equivalent,None,NA,none,0 - 1 years,75448,59777,Available immediately,Female,Onepoko Cash Services,Customer Consultant,Entry Level,Contract,Yes,70-80%,Campus Hire,none,2.04
66-212-2598,05/08/2024 22:00,Analyst - Consulting,Risk Advisory Central,Namibia,Windhoek,The International University of Management,Bachelors Degree,Management Land Administration And Sustainable Development Planning,NA,none,4 - 5 years,70193,73658,Must honour 30 day notice period (or longer),Female,Rehoboth Town Council,Lease And Townlands Officer,Entry Level,Contract,Yes,60-70%,Campus Hire,none,4.96
66-212-2598,25/07/2024 12:17,Analyst - Consulting,Risk Advisory Central,Namibia,Windhoek,University of Namibia (UNAM),Bachelors Degree,None,NA,none,Greater than 13 years,61900,70463,Available at 1-weeks’ notice,Male,Walvis Bay Corridor Group,Intern,Entry Level,Contract,Yes,70-80%,Campus Hire,none,5.7
66-212-2598,04/08/2024 19:57,Analyst - Consulting,Risk Advisory Central,Namibia,Windhoek,The International University of Management,Bachelors Degree,Accounting And Finance,NA,none,11 - 13 years,66742,76610,Must honour 30 day notice period (or longer),Male,Rmb,Reconciliation Department Intern,Entry Level,Contract,Yes,60-70%,Campus Hire,none,2.7
66-212-2598,02/08/2024 9:07,Analyst - Consulting,Risk Advisory Central,South Africa,Cape Town,University of Namibia (UNAM),Honours Degree/Honours equivalent/Postgraduate Diploma,Accounting And Finance,NA,none,2 - 3 years,58712,75626,Must honour 30 day notice period (or longer),Male,University Of Cape Town,Advanced Vector Calculus Tutor,Entry Level,Contract,No,70-80%,Campus Hire,none,4.08
66-212-2598,16/07/2024 8:21,Analyst - Consulting,Risk Advisory Central,Namibia,Windhoek,University of Namibia (UNAM),Bachelors Degree (In progress),None,NA,none,11 - 13 years,73185,64938,Must honour 30 day notice period (or longer),Female,Stier Vente Associates Chartered Accountants,Tax Consultant,Entry Level,Contract,Yes,60-70%,Campus Hire,none,3.73
66-212-2598,23/07/2024 19:58,Analyst - Consulting,Risk Advisory Central,Namibia,Windhoek,University of Namibia (UNAM),Masters Degree,None,NA,none,2 - 3 years,56357,74227,Available immediately,Male,Euro Exim Bank,Industrial Relations Officer,Entry Level,Contract,Yes,60-70%,Campus Hire,none,0
66-212-2598,30/07/2024 15:18,Analyst - Consulting,Risk Advisory Central,Namibia,Walvis Bay,Namibia University of Science and Technology (NUST),Bachelors Degree,Human Resources Management,NA,none,7-10 years,62467,77878,Must honour 30 day notice period (or longer),Male,First National Bank Ltd,Multiskilled Consultant,Entry Level,Contract,Yes,60-70%,Campus Hire,none,4.94
66-212-2598,30/07/2024 6:41,Analyst - Consulting,Risk Advisory Central,Namibia,Swakopmund,University of Namibia (UNAM),Honours Degree/Honours equivalent/Postgraduate Diploma,Informatics Business Computing,NA,none,2 - 3 years,70998,69374,Must honour 30 day notice period (or longer),Male,Virtua Technologies,Project Manager/Business Analyst Consultant,Entry Level,Contract,Yes,60-70%,Campus Hire,none,0
66-212-2598,25/07/2024 9:37,Analyst - Consulting,Risk Advisory Central,Namibia,Okahandja,Namibia University of Science and Technology (NUST),Bachelors Degree (In progress),None,NA,none,4 - 5 years,58526,70019,Available immediately,Male,none,none,Entry Level,Contract,Yes,70-80%,Campus Hire,none,4.91
66-212-2598,16/07/2024 13:41,Analyst - Consulting,Risk Advisory Central,South Africa,Grootfontein,University of Namibia (UNAM),Masters Degree,None,NA,none,0 - 1 years,77313,79470,Must honour 30 day notice period (or longer),Male,Accenture South Africa,Strategy Consultant,Entry Level,Contract,Yes,50-60%,Campus Hire,none,0
66-212-2598,24/07/2024 9:50,Analyst - Consulting,Risk Advisory Central,Namibia,Marienthal,The International University of Management,Honours Degree/Honours Equivalent,None,NA,none,7-10 years,79007,55914,Available at 24-hours’ notice,Male,Nanagi Consultants Cc,Contracts Administator,Entry Level,Contract,Yes,60-70%,Campus Hire,none,3.47
66-212-2598,22/07/2024 19:06,Analyst - Consulting,Risk Advisory Central,Ethiopia,Gobabis,Namibia University of Science and Technology (NUST),Bachelors Degree (In progress),None,NA,none,4 - 5 years,77076,75198,Available at 2-weeks’ notice,Male,Afro European Engineers Plc,Business Unit Administrator,Entry Level,Contract,Yes,50-60%,Campus Hire,none,0
66-212-2598,30/07/2024 10:50,Analyst - Consulting,Risk Advisory Central,Namibia,Keetmanshoop,University of Namibia (UNAM),Honours Degree/Honours equivalent/Postgraduate Diploma,Accounting And Finance,NA,none,0 - 1 years,77658,70312,Available immediately,Male,"Ministry Of Agriculture, Water And Land Reform",Planning And Business Development,Entry Level,Contract,Yes,50-60%,Campus Hire,none,4.66
66-212-2598,21/07/2024 22:06,Analyst - Consulting,Risk Advisory Central,South Africa,Pretoria,University of Namibia (UNAM),Honours Degree/Honours Equivalent,None,NA,none,1 - 2 years,71100,64236,Must honour 30 day notice period (or longer),Female,Hpcsa,Assistant Supervisor Credit Department,Entry Level,Contract,Yes,60-70%,Campus Hire,none,4.54
66-212-2598,02/08/2024 14:28,Analyst - Consulting,Risk Advisory Central,Namibia,Windhoek,The International University of Management,Bachelors Degree,Accounting And Finance,NA,none,3 - 4 years,78356,76470,Available at 24-hours’ notice,Female,Cambio Seguro Foreign Exchange (Pty) Ltd,Front Office Consultant,Entry Level,Contract,Yes,50-60%,Campus Hire,none,5.65
66-212-2598,02/08/2024 5:10,Analyst - Consulting,Risk Advisory Central,Namibia,Windhoek,University of Namibia (UNAM),Honours Degree/Honours equivalent/Postgraduate Diploma,Economics,NA,none,4 - 5 years,57318,71376,Must honour 30 day notice period (or longer),Male,Old Mutual,Pension Fund Administrator,Entry Level,Contract,Yes,60-70%,Campus Hire,none,0
66-212-2598,25/07/2024 14:12,Analyst - Consulting,Risk Advisory Central,Namibia,Windhoek,The International University of Management,Honours Degree/Honours equivalent/Postgraduate Diploma,Accounting And Finance,NA,none,4 - 5 years,73021,78161,Available immediately,Female,none,none,Entry Level,Contract,Yes,70-80%,Campus Hire,none,4.35
66-212-2598,22/07/2024 10:27,Analyst - Consulting,Risk Advisory Central,Namibia,Windhoek,University of Namibia (UNAM),High School Certificate,None,NA,none,0 - 1 years,75830,66995,Available at 24-hours’ notice,Female,Emcon Consulting Group,Receptionist,Entry Level,Contract,Yes,60-70%,Campus Hire,none,4.66
66-212-2598,24/07/2024 1:15,Analyst - Consulting,Risk Advisory Central,Kenya,Nairobi,Namibia University of Science and Technology (NUST),Bachelors Degree,None,NA,none,2 - 3 years,54880,67220,Available immediately,Female,Sprintex Engineering Services Ltd,Mechanical And Mantainance Technician,Entry Level,Contract,Yes,70-80%,Campus Hire,none,3.21
66-212-2598,24/07/2024 12:08,Analyst - Consulting,Risk Advisory Central,South Africa,Pietermaritzburg,Namibia University of Science and Technology (NUST),Masters Degree,Accolades Commendation Degree Class Representative Mba Business Analytics Relevant Modules Big Data Analytics Databases Cybersecurity Business Strategy Operations Project Management Accounting And Finance For Managers Business Economics Artificial Intelligence Machine Learning Forecasting Fintech,NA,none,Greater than 13 years,71933,60239,Available at 2-weeks’ notice,Female,Brainlabs Digital Ltd,Data Strategy Associate,Entry Level,Contract,Yes,50-60%,Campus Hire,none,3.54
66-212-2598,16/07/2024 19:29,Analyst - Consulting,Risk Advisory Central,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Diploma,None,NA,none,Greater than 13 years,74892,58755,Available immediately,Female,Namibia Statistic Agency Cash,"Pay Roll Administrator, Cash Book And Account Payable Clerk",Entry Level,Contract,Yes,60-70%,Campus Hire,none,4.09
66-212-2598,29/07/2024 17:05,Analyst - Consulting,Risk Advisory Central,Namibia,Windhoek,The International University of Management,Honours Degree/Honours equivalent/Postgraduate Diploma,Information Technology,NA,none,11 - 13 years,66737,78503,Available at 2-weeks’ notice,Female,Paratus Telecommunication,Fiber Planner And Projectsadmin,Entry Level,Contract,Yes,60-70%,Campus Hire,none,0
66-212-2598,28/07/2024 21:28,Analyst - Consulting,Risk Advisory Central,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Bachelors Degree,Marketing,NA,none,None,62898,69433,Available immediately,Male,Ms Katherine Amakali,Creative Director,Entry Level,Contract,Yes,60-70%,Campus Hire,none,0
66-212-2598,01/08/2024 6:09,Analyst - Consulting,Risk Advisory Central,Namibia,Windhoek,University of Namibia (UNAM),Bachelors Degree,Economics,NA,none,11 - 13 years,61024,58665,Must honour 30 day notice period (or longer),Male,Old Mutual Finance,Financial Consultant,Entry Level,Contract,Yes,60-70%,Campus Hire,none,0
66-212-2598,16/07/2024 20:46,Analyst - Consulting,Risk Advisory Central,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Honours Degree/Honours equivalent/Postgraduate Diploma,Accounting And Finance,NA,none,4 - 5 years,63804,57051,Available at 1-weeks’ notice,Female,Nictus Namibia,Sales Consultant,Entry Level,Contract,Yes,60-70%,Campus Hire,none,0
66-212-2598,19/07/2024 13:58,Analyst - Consulting,Risk Advisory Central,South Africa,Roodepoort,Namibia University of Science and Technology (NUST),Bachelors Degree,None,NA,none,0 - 1 years,62204,67484,Available at 24-hours’ notice,Female,Seriti Institute,Ecd Caregiver,Entry Level,Contract,Yes,60-70%,Campus Hire,none,5.05
66-212-2598,26/07/2024 6:45,Analyst - Consulting,Risk Advisory Central,Namibia,Windhoek,University of Namibia (UNAM),Honours Degree/Honours equivalent/Postgraduate Diploma,Marketing,NA,none,1 - 2 years,71338,71970,Available immediately,Male,Bonlife Assurance,Business Sales Manager,Entry Level,Contract,Yes,60-70%,Campus Hire,none,2.05
66-212-2598,28/07/2024 19:59,Analyst - Consulting,Risk Advisory Central,Namibia,Windhoek,International Training College Lingua,Higher Diploma,Accounting And Finance,NA,none,7-10 years,59064,74642,Must honour 30 day notice period (or longer),Female,Bipa,Business Registration Graduate,Entry Level,Contract,Yes,60-70%,Campus Hire,none,4.82
66-212-2598,01/08/2024 18:50,Analyst - Consulting,Risk Advisory Central,Namibia,Windhoek,University of Namibia (UNAM),Matric Certificate,Accounting And Finance,NA,none,Greater than 13 years,65949,62146,Available at 2-weeks’ notice,Female,United World Holdings,Personal Assistant,Entry Level,Contract,Yes,70-80%,Campus Hire,none,4.9
66-212-2598,05/08/2024 18:12,Analyst - Consulting,Risk Advisory Central,Namibia,Windhoek,The International University of Management,Honours Degree,Project Management,NA,none,4 - 5 years,62637,64062,Available at 2-weeks’ notice,Male,Totalenergies Namibia Exploration,Accountant,Entry Level,Contract,Yes,60-70%,Campus Hire,none,0
66-212-2598,31/07/2024 13:19,Analyst - Consulting,Risk Advisory Central,Namibia,Windhoek,The International University of Management,Bachelors Degree,Accounting And Finance,NA,none,2 - 3 years,78114,63572,Available immediately,Male,Pioneer Finance Namibia (Pty) Ltd,Business Development Representitive,Entry Level,Contract,Yes,60-70%,Campus Hire,none,2.47
66-212-2598,27/07/2024 19:01,Analyst - Consulting,Risk Advisory Central,Nigeria,Lagos,The International University of Management,Masters Degree,Accounting And Finance,NA,none,2 - 3 years,71202,65336,Available at 1-weeks’ notice,Male,"Youth Of Love, Love Fellowship Christian International",Accountant,Entry Level,Contract,Yes,60-70%,Campus Hire,none,2.74
66-212-2598,26/07/2024 2:01,Analyst - Consulting,Risk Advisory Central,South Africa,Alberton,University of Namibia (UNAM),Bachelors Degree,Marketing,NA,none,Greater than 13 years,79057,60430,Available at 2-weeks’ notice,Male,Vunani Tracing Services,Medical Administrator,Entry Level,Contract,No,70-80%,Campus Hire,none,2.97
66-212-2598,18/07/2024 18:13,Analyst - Consulting,Risk Advisory Central,South Africa,Pretoria,The International University of Management,Honours Degree/Honours Equivalent,None,NA,none,0 - 1 years,57709,55151,Available immediately,Female,Government Employees Pension Fund,Statistics Intern,Entry Level,Contract,Yes,60-70%,Campus Hire,none,3.62
66-212-2598,24/07/2024 12:17,Analyst - Consulting,Risk Advisory Central,Namibia,Windhoek,The Institute of Information Technology,Honours Degree/Honours Equivalent,None,NA,none,7-10 years,60960,65557,Available immediately,Male,International Finance Corporation,Project Manager Intern,Entry Level,Contract,Yes,50-60%,Campus Hire,none,0
66-212-2598,26/07/2024 7:49,Analyst - Consulting,Risk Advisory Central,Namibia,Windhoek,The International University of Management,Diploma,Accounting And Finance,NA,none,1 - 2 years,76851,77867,Available at 2-weeks’ notice,Male,none,none,Entry Level,Contract,Yes,60-70%,Campus Hire,none,4.8
66-212-2598,30/07/2024 13:56,Analyst - Consulting,Risk Advisory Central,Cameroon,Yaounde,Namibia University of Science and Technology (NUST),Honours Degree/Honours equivalent/Postgraduate Diploma,Accounting And Finance,NA,none,7-10 years,55597,62967,Must honour 30 day notice period (or longer),Female,Teic Sarl,Audit Manager,Entry Level,Contract,No,70-80%,Campus Hire,none,4.74
66-212-2598,05/08/2024 15:23,Analyst - Consulting,Risk Advisory Central,Germany,Erding,The International University of Management,Honours Degree,Accounting And Finance,NA,none,0 - 1 years,70714,62235,Available immediately,Female,Convertcart Solution Pvt Ltd,Business Analyst,Entry Level,Contract,Yes,60-70%,Campus Hire,none,5.71
66-212-2598,06/08/2024 10:02,Analyst - Consulting,Risk Advisory Central,Kenya,Nairobi,Namibia University of Science and Technology (NUST),Honours Degree/Honours equivalent/Postgraduate Diploma,Accounting And Finance,NA,none,2 - 3 years,54195,66169,Must honour 30 day notice period (or longer),Male,Eckra Logistics,"Regulations, Compliance And Economics",Entry Level,Contract,No,60-70%,Campus Hire,none,4.18
66-212-2598,23/07/2024 23:32,Analyst - Consulting,Risk Advisory Central,South Africa,Bethlehem,University of Namibia (UNAM),Bachelors Degree,None,NA,none,4 - 5 years,66573,57315,Available immediately,Male,Melody Hills Trading  Cc,Junior Financial Analyst,Entry Level,Contract,Yes,60-70%,Campus Hire,none,3.28
66-212-2598,31/07/2024 7:42,Analyst - Consulting,Risk Advisory Central,Namibia,Windhoek,The International University of Management,Honours Degree/ Honours equivalent,Accounting And Finance,NA,none,7-10 years,72801,56026,Available at 1-weeks’ notice,Female,none,none,Entry Level,Contract,Yes,70-80%,Campus Hire,none,4.63
66-212-2598,20/07/2024 11:09,Analyst - Consulting,Risk Advisory Central,Namibia,Windhoek,University of Namibia (UNAM),Bachelors Degree,None,NA,none,5 - 7 years,76628,61114,Must honour 30 day notice period (or longer),Male,Intact Investment,Office Administrator,Entry Level,Contract,Yes,70-80%,Campus Hire,none,3.61
66-212-2598,05/08/2024 22:32,Analyst - Consulting,Risk Advisory Central,Namibia,Windhoek,Namibia University of Science and Technology (NUST),Matric Certificate,Accounting And Finance,NA,none,0 - 1 years,68444,55413,Available immediately,Female,Ab Inbev Namibia,Sales Analyst,Entry Level,Contract,Yes,60-70%,Campus Hire,none,0
66-212-2598,23/07/2024 23:18,Analyst - Consulting,Risk Advisory Central,Namibia,Windhoek,The International University of Management,Honours Degree/Honours Equivalent,None,NA,none,0 - 1 years,55783,79026,Available at 24-hours’ notice,Male,Mobile Telecommunications Limited,Data Science Intern,Entry Level,Contract,Yes,60-70%,Campus Hire,none,0
66-212-2598,18/07/2024 13:26,Analyst - Consulting,Risk Advisory Central,South Africa,Johannesburg,The International University of Management,Bachelors Degree,None,NA,none,4 - 5 years,65691,73641,Available immediately,Male,T Crescent,Finance Intern,Entry Level,Contract,Yes,60-70%,Campus Hire,none,3.85
13-138-4069,24/12/2019 20:25,Assistant Manager / Manager / Snr Manager | Audit & Assurance,Audit (Africa),Nigeria,Lagos,Namibia University of Science and Technology (NUST),Bachelors Degree,Accounting And Finance,NA,none,7-10 years,75653,79631,Available immediately,Male,Tsebo Rapid Nigeria Limited,Hr Executive Associate,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,4.7
13-138-4069,01/06/2021 14:21,Assistant Manager / Manager / Snr Manager | Audit & Assurance,Audit (Africa),,,University of Namibia (UNAM),Certificate,None,NA,none,0 - 1 years,62425,66655,Available immediately,Female,none,none,Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,3.64
13-138-4069,07/02/2020 19:46,Assistant Manager / Manager / Snr Manager | Audit & Assurance,Audit (Africa),South Africa,Polokwane,University of Namibia (UNAM),Bachelors Degree,Accounting And Finance,NA,none,7-10 years,56134,77804,Available immediately,Male,Hamilton Chartered Accountants,Trainee-Chartered Accountant And Auditor(Final Year),Mid-Senior Level,Full-time,Yes,60-70%,Experienced Hire,none,2.35
